dt,main_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-01-01 05:00:00,2,270.37,0,3.04,68.66,0.69,0.5,0.78,1.01
2024-01-01 06:00:00,2,263.69,0,2.23,70.81,0.6,0.5,0.71,0.85
2024-01-01 07:00:00,2,257.02,0,1.74,70.81,0.53,0.5,0.67,0.78
2024-01-01 08:00:00,2,250.34,0,1.48,70.81,0.48,0.5,0.67,0.82
2024-01-01 09:00:00,2,247,0,1.33,71.53,0.45,0.5,0.67,0.85
2024-01-01 10:00:00,2,243.66,0,1.27,70.81,0.44,0.5,0.68,0.89
2024-01-01 11:00:00,2,243.66,0,1.44,69.38,0.51,0.5,0.7,0.93
2024-01-01 12:00:00,2,250.34,0,2.23,66.52,0.78,0.5,0.79,1.03
2024-01-01 13:00:00,2,257.02,0,3.26,63.66,1,0.5,0.88,1.14
2024-01-01 14:00:00,2,263.69,0.01,3.9,61.51,1.13,0.5,0.95,1.19
2024-01-01 15:00:00,2,263.69,0.1,4.07,60.8,1.25,0.5,0.99,1.2
2024-01-01 16:00:00,2,263.69,0.26,3.77,61.51,1.31,0.5,1,1.14
2024-01-01 17:00:00,2,260.35,0.42,3.56,62.23,1.46,0.5,1,1.12
2024-01-01 18:00:00,2,263.69,0.46,3.34,62.94,1.52,0.5,0.99,1.16
2024-01-01 19:00:00,2,260.35,0.37,2.91,65.09,1.33,0.5,1.1,1.09
2024-01-01 20:00:00,2,257.02,0.25,3,66.52,1.3,0.5,1.19,1.03
2024-01-01 21:00:00,2,263.69,0.15,3.64,65.8,1.43,0.5,1.17,1.01
2024-01-01 22:00:00,2,270.37,0.02,4.41,67.23,1.45,0.5,1.09,1.04
2024-01-01 23:00:00,2,273.7,0,4.63,70.1,1.48,0.5,1.04,1.06
2024-01-02 00:00:00,2,273.7,0,4.46,70.81,1.64,0.5,1.06,1.03
2024-01-02 01:00:00,2,270.37,0,4.24,68.66,1.79,0.5,1.09,0.99
2024-01-02 02:00:00,2,270.37,0,4.24,66.52,2,0.5,1.19,1.01
2024-01-02 03:00:00,2,273.7,0,4.58,65.8,2.26,0.51,1.45,1.14
2024-01-02 04:00:00,2,277.04,0,5.31,65.09,2.62,0.69,2.11,1.35
2024-01-02 05:00:00,2,280.38,0,5.74,64.37,2.86,0.86,2.78,1.46
2024-01-02 06:00:00,2,283.72,0,6.85,61.51,3.31,1.05,3.34,1.54
2024-01-02 07:00:00,2,283.72,0,9.34,60.08,4.23,1.37,3.82,1.65
2024-01-02 08:00:00,1,283.72,0,11.82,58.65,5.6,1.87,4.11,1.84
2024-01-02 09:00:00,1,277.04,0,13.37,57.94,6.91,2.37,4.28,2.06
2024-01-02 10:00:00,1,277.04,0,14.05,58.65,7.87,2.62,4.4,2.31
2024-01-02 11:00:00,1,280.38,0,15.08,57.94,8.82,2.81,4.59,2.44
2024-01-02 12:00:00,1,293.73,0,17.48,53.64,9.89,3.23,5.16,2.66
2024-01-02 13:00:00,1,313.76,0.01,20.56,47.21,10.85,3.36,5.64,2.91
2024-01-02 14:00:00,1,333.79,0.61,23.99,41.84,11.56,3.44,6.19,3.2
2024-01-02 15:00:00,1,353.81,4.08,24.68,42.92,12.52,3.95,7.16,3.42
2024-01-02 16:00:00,1,350.48,5.64,21.76,47.21,12.52,4.49,7.56,3.07
2024-01-02 17:00:00,1,340.46,5.81,19.71,51.5,12.87,4.93,7.81,2.72
2024-01-02 18:00:00,1,323.77,4.97,18.68,55.07,11.92,4.86,7.46,2.28
2024-01-02 19:00:00,1,313.76,4.25,18.34,57.94,11.92,4.84,7.32,2.15
2024-01-02 20:00:00,1,317.1,3.46,19.36,55.79,11.44,4.95,7.42,2.12
2024-01-02 21:00:00,1,317.1,1.84,20.56,52.93,9.89,4.6,6.98,1.99
2024-01-02 22:00:00,1,320.43,0.19,22.62,49.35,9.18,5.06,7.43,1.84
2024-01-02 23:00:00,1,340.46,0,25.36,44.7,10.97,6.99,9.6,1.98
2024-01-03 00:00:00,1,353.81,0.01,29.13,42.2,12.64,8.38,11.3,2.09
2024-01-03 01:00:00,1,363.83,0.01,31.19,41.13,14.19,8.28,11.43,2.25
2024-01-03 02:00:00,1,370.5,0.01,33.59,38.27,16.21,8.22,11.79,2.69
2024-01-03 03:00:00,1,377.18,0.01,35.99,34.69,17.64,8.51,12.44,3.07
2024-01-03 04:00:00,1,377.18,0.01,35.99,32.54,18.12,8.94,13,3.2
2024-01-03 05:00:00,1,367.16,0.01,33.93,32.19,17.64,9.32,13.16,3.07
2024-01-03 06:00:00,2,353.81,0,30.5,33.26,16.69,10.09,13.42,2.79
2024-01-03 07:00:00,2,337.12,0,27.08,35.05,15.97,11.03,13.9,2.37
2024-01-03 08:00:00,2,330.45,0,24.68,36.48,15.02,11.95,14.53,2.03
2024-01-03 09:00:00,2,327.11,0,23.31,36.84,13.83,12.49,14.93,1.69
2024-01-03 10:00:00,2,327.11,0,22.96,36.48,12.87,12.75,15.12,1.55
2024-01-03 11:00:00,2,330.45,0,23.99,34.33,12.76,13.14,15.57,1.52
2024-01-03 12:00:00,2,343.8,0.01,26.73,30.76,13.59,13.77,16.42,1.63
2024-01-03 13:00:00,2,370.5,0.04,31.87,25.39,14.66,14.51,17.63,1.92
2024-01-03 14:00:00,2,403.88,0.27,38.04,19.31,14.07,15.09,18.65,1.8
2024-01-03 15:00:00,2,433.92,2.12,41.47,16.63,11.32,15.29,19.13,1.17
2024-01-03 16:00:00,2,453.95,6.03,41.13,16.09,11.09,15.92,20.11,1.16
2024-01-03 17:00:00,2,473.98,9.28,40.44,15.56,12.4,16.73,21.33,1.36
2024-01-03 18:00:00,2,460.62,9.83,39.07,16.99,13.71,16.46,21.25,1.68
2024-01-03 19:00:00,2,407.22,3.97,35.64,22.17,11.92,13.07,16.93,1.63
2024-01-03 20:00:00,2,367.16,1.06,29.13,29.68,8.94,10.01,12.8,1.31
2024-01-03 21:00:00,1,353.81,0.27,25.36,32.9,7.45,8.83,11.07,1.06
2024-01-03 22:00:00,1,353.81,0.04,24.68,32.54,6.68,8.62,10.76,0.91
2024-01-03 23:00:00,1,373.84,0.03,27.08,29.33,6.38,8.72,11.15,0.89
2024-01-04 00:00:00,1,400.54,0.05,33.24,25.39,8.94,8.9,12.16,1.74
2024-01-04 01:00:00,1,427.25,0.06,39.07,22.53,10.97,8.86,13.17,2.47
2024-01-04 02:00:00,2,447.27,0.05,41.81,21.1,11.32,8.75,14.11,2.72
2024-01-04 03:00:00,1,407.22,0.02,30.5,30.4,7.99,7.25,12.08,2.31
2024-01-04 04:00:00,1,330.45,0,14.05,46.49,4.23,4.86,7.83,1.58
2024-01-04 05:00:00,1,287.06,0,6.34,53.64,2.06,2.79,4.11,1.04
2024-01-04 06:00:00,1,270.37,0,3.68,52.21,1.06,1.39,1.91,0.75
2024-01-04 07:00:00,1,263.69,0,2.59,47.21,0.65,0.5,0.75,0.59
2024-01-04 08:00:00,1,260.35,0,2.14,45.42,0.48,0.5,0.66,0.5
2024-01-04 09:00:00,1,260.35,0,1.74,51.5,0.41,0.5,0.62,0.44
2024-01-04 10:00:00,2,253.68,0,1.39,60.8,0.38,0.5,0.6,0.4
2024-01-04 11:00:00,2,247,0,1.23,68.66,0.39,0.5,0.61,0.41
2024-01-04 12:00:00,2,247,0,1.48,72.96,0.51,0.5,0.65,0.47
2024-01-04 13:00:00,2,250.34,0,1.84,75.82,0.57,0.5,0.69,0.52
2024-01-04 14:00:00,2,250.34,0.03,1.97,78.68,0.58,0.5,0.71,0.54
2024-01-04 15:00:00,2,250.34,0.17,1.76,80.11,0.57,0.5,0.73,0.53
2024-01-04 16:00:00,2,250.34,0.29,1.52,80.82,0.57,0.5,0.74,0.53
2024-01-04 17:00:00,2,250.34,0.35,1.37,81.54,0.55,0.5,0.75,0.52
2024-01-04 18:00:00,2,250.34,0.35,1.32,81.54,0.52,0.5,0.75,0.51
2024-01-04 19:00:00,2,250.34,0.32,1.37,82.25,0.56,0.5,0.74,0.48
2024-01-04 20:00:00,2,253.68,0.3,1.82,82.25,0.72,0.5,0.77,0.55
2024-01-04 21:00:00,2,257.02,0.19,2.48,80.82,0.89,0.5,0.81,0.65
2024-01-04 22:00:00,2,257.02,0.02,2.96,78.68,0.95,0.5,0.83,0.72
2024-01-04 23:00:00,2,260.35,0,3.13,77.96,1.01,0.5,0.83,0.71
2024-01-05 00:00:00,2,260.35,0,3.3,77.25,1.28,0.5,0.86,0.71
2024-01-05 01:00:00,2,260.35,0,3.6,75.82,1.67,0.5,0.92,0.75
2024-01-05 02:00:00,2,263.69,0,4.24,75.1,2.12,0.5,1.12,0.95
2024-01-05 03:00:00,2,273.7,0,5.31,75.1,2.71,0.57,1.73,1.27
2024-01-05 04:00:00,2,283.72,0,6.51,72.96,3.43,0.78,2.77,1.47
2024-01-05 05:00:00,2,290.39,0,9.68,68.66,4.65,1.12,3.7,1.63
2024-01-05 06:00:00,2,300.41,0,15.77,62.94,7.03,1.82,4.76,1.98
2024-01-05 07:00:00,2,293.73,0,16.28,62.94,7.57,2,4.44,1.98
2024-01-05 08:00:00,2,273.7,0,12.85,66.52,6.62,1.65,3.33,1.76
2024-01-05 09:00:00,2,263.69,0,10.97,69.38,6.08,1.54,2.87,1.63
2024-01-05 10:00:00,2,260.35,0,9.68,71.53,5.54,1.5,2.63,1.52
2024-01-05 11:00:00,2,257.02,0,8.05,72.96,4.65,1.36,2.38,1.38
2024-01-05 12:00:00,2,263.69,0,8.48,72.24,4.71,1.52,2.6,1.38
2024-01-05 13:00:00,2,280.38,0,10.97,70.1,5.54,2,3.37,1.55
2024-01-05 14:00:00,2,297.07,0.07,14.57,67.23,6.74,2.48,4.31,1.88
2024-01-05 15:00:00,2,313.76,0.67,18.16,66.52,7.75,2.79,5.05,2.22
2024-01-05 16:00:00,2,317.1,1.9,18.16,66.52,8.11,2.82,5.28,2.37
2024-01-05 17:00:00,2,310.42,2.79,15.25,69.38,7.75,2.75,5.12,2.25
2024-01-05 18:00:00,2,300.41,2.68,12.17,73.67,6.44,2.47,4.57,1.95
2024-01-05 19:00:00,2,287.06,1.93,10.11,77.96,5.07,2.02,3.92,1.71
2024-01-05 20:00:00,2,283.72,1.03,10.37,79.39,4.35,1.69,3.58,1.68
2024-01-05 21:00:00,2,287.06,0.32,11.65,77.25,4.29,1.56,3.54,1.77
2024-01-05 22:00:00,2,297.07,0.03,12.85,72.96,4.53,1.65,3.84,1.98
2024-01-05 23:00:00,2,317.1,0,15.42,65.8,5.42,2.17,4.83,2.28
2024-01-06 00:00:00,1,343.8,0,20.39,56.51,7.45,3.34,6.64,2.63
2024-01-06 01:00:00,1,367.16,0,26.05,47.92,9.54,4.55,8.41,2.98
2024-01-06 02:00:00,1,383.85,0.01,29.47,42.56,10.61,5.33,9.67,3.2
2024-01-06 03:00:00,1,393.87,0.01,32.56,37.91,11.56,5.97,10.8,3.39
2024-01-06 04:00:00,1,413.89,0.03,36.33,32.9,12.04,6.77,11.72,3.77
2024-01-06 05:00:00,1,433.92,0.03,39.07,27.54,11.56,7.7,12.73,4.31
2024-01-06 06:00:00,2,447.27,0.03,41.13,23.25,10.97,8.7,13.95,4.75
2024-01-06 07:00:00,2,453.95,0.03,42.84,19.85,10.73,9.67,15.26,5.19
2024-01-06 08:00:00,2,460.62,0.04,43.87,17.17,10.73,10.62,16.42,5.51
2024-01-06 09:00:00,2,460.62,0.04,43.87,15.74,10.61,11.56,17.42,5.7
2024-01-06 10:00:00,2,447.27,0.03,40.44,16.45,9.42,12.2,17.85,5.45
2024-01-06 11:00:00,2,423.91,0.02,33.24,19.85,7.21,12.47,17.28,4.56
2024-01-06 12:00:00,2,393.87,0.02,24.33,26.11,5.48,12.13,15.8,3.51
2024-01-06 13:00:00,1,330.45,0,10.97,45.78,3.28,9,10.76,1.46
2024-01-06 14:00:00,1,310.42,0.01,7.45,52.21,2.35,7.16,8.21,1.09
2024-01-06 15:00:00,1,303.75,0.07,6.43,56.51,2,6.29,7.13,1.04
2024-01-06 16:00:00,2,290.39,0.13,5.4,62.94,1.56,4.31,4.81,0.81
2024-01-06 17:00:00,2,280.38,0.19,4.58,67.23,1.24,2.48,2.78,0.69
2024-01-06 18:00:00,2,273.7,0.21,4.46,67.23,1.15,1.65,1.9,0.68
2024-01-06 19:00:00,2,273.7,0.23,5.01,66.52,1.28,1.52,1.8,0.75
2024-01-06 20:00:00,2,273.7,0.15,5.57,65.8,1.4,1.51,1.83,0.82
2024-01-06 21:00:00,2,273.7,0.06,5.57,66.52,1.36,1.36,1.71,0.86
2024-01-06 22:00:00,2,270.37,0.01,5.18,66.52,1.16,1.09,1.44,0.93
2024-01-06 23:00:00,2,273.7,0,4.93,66.52,1.03,0.95,1.27,0.97
2024-01-07 00:00:00,2,273.7,0,5.06,65.09,1.12,0.98,1.29,0.95
2024-01-07 01:00:00,2,277.04,0,5.57,63.66,1.52,1.31,1.56,0.76
2024-01-07 02:00:00,2,280.38,0,6.17,61.51,1.65,1.64,1.82,0.56
2024-01-07 03:00:00,2,280.38,0,6,60.8,1.36,1.61,1.75,0.44
2024-01-07 04:00:00,2,280.38,0,5.31,61.51,0.98,1.42,1.55,0.38
2024-01-07 05:00:00,2,280.38,0,4.8,61.51,0.78,1.38,1.48,0.38
2024-01-07 06:00:00,2,280.38,0,4.54,60.8,0.69,1.43,1.53,0.38
2024-01-07 07:00:00,2,280.38,0,4.37,60.08,0.63,1.49,1.6,0.39
2024-01-07 08:00:00,2,280.38,0,4.16,60.08,0.55,1.5,1.6,0.42
2024-01-07 09:00:00,2,280.38,0,3.86,60.8,0.48,1.51,1.61,0.43
2024-01-07 10:00:00,2,280.38,0,3.64,61.51,0.44,1.53,1.62,0.43
2024-01-07 11:00:00,2,277.04,0,3.6,61.51,0.45,1.58,1.68,0.43
2024-01-07 12:00:00,2,280.38,0,4.07,60.08,0.59,1.71,1.85,0.48
2024-01-07 13:00:00,1,283.72,0,4.8,57.94,0.71,1.88,2.08,0.57
2024-01-07 14:00:00,1,287.06,0.01,5.44,55.79,0.82,2.1,2.34,0.66
2024-01-07 15:00:00,1,290.39,0.12,6,54.36,0.97,2.33,2.61,0.78
2024-01-07 16:00:00,1,293.73,0.73,5.83,54.36,1.19,2.54,2.87,0.96
2024-01-07 17:00:00,1,293.73,1.08,5.65,53.64,1.34,2.69,3.06,1.11
2024-01-07 18:00:00,1,293.73,1.13,5.48,53.64,1.25,2.72,3.1,1.08
2024-01-07 19:00:00,2,283.72,0.74,4.5,60.08,0.83,2.2,2.51,0.7
2024-01-07 20:00:00,2,280.38,0.47,4.46,61.51,0.77,2.02,2.33,0.55
2024-01-07 21:00:00,2,283.72,0.22,5.23,60.08,0.97,2.16,2.49,0.6
2024-01-07 22:00:00,1,287.06,0.03,5.83,59.37,1.04,2.08,2.42,0.67
2024-01-07 23:00:00,1,287.06,0,6.08,58.65,1.18,1.81,2.16,0.78
2024-01-08 00:00:00,1,287.06,0,5.74,58.65,1.28,1.49,1.85,0.8
2024-01-08 01:00:00,1,283.72,0,5.23,58.65,1.33,1.37,1.76,0.78
2024-01-08 02:00:00,1,283.72,0,4.84,58.65,1.36,1.34,1.75,0.76
2024-01-08 03:00:00,1,280.38,0,4.5,59.37,1.39,1.28,1.72,0.75
2024-01-08 04:00:00,2,283.72,0,4.5,60.08,1.49,1.26,1.78,0.85
2024-01-08 05:00:00,1,283.72,0,4.63,58.65,1.52,1.36,2.02,1.03
2024-01-08 06:00:00,1,287.06,0,4.93,57.22,1.64,1.6,2.36,1.23
2024-01-08 07:00:00,1,290.39,0,5.57,54.36,1.94,2.08,3.01,1.52
2024-01-08 08:00:00,1,300.41,0,6.6,50.07,2.24,2.7,3.92,1.87
2024-01-08 09:00:00,1,307.08,0,7.63,47.21,2.62,3.18,4.7,2.12
2024-01-08 10:00:00,1,310.42,0,7.88,47.21,2.8,3.27,4.93,2.09
2024-01-08 11:00:00,1,307.08,0,7.54,48.64,2.8,3.03,4.56,1.88
2024-01-08 12:00:00,1,310.42,0,8.14,49.35,3.16,2.77,4.26,1.85
2024-01-08 13:00:00,1,320.43,0.01,9.08,49.35,3.4,2.5,4.11,1.93
2024-01-08 14:00:00,1,323.77,0.16,9.17,47.92,3.25,2.2,3.85,1.95
2024-01-08 15:00:00,1,317.1,0.87,7.03,47.92,2.44,1.59,2.99,1.35
2024-01-08 16:00:00,1,290.39,0.66,3.34,52.21,1.16,0.5,1.12,0.57
2024-01-08 17:00:00,1,283.72,0.5,2.72,56.51,0.97,0.5,0.93,0.47
2024-01-08 18:00:00,1,280.38,0.34,2.78,58.65,0.93,0.5,0.9,0.46
2024-01-08 19:00:00,1,283.72,0.3,3.64,57.22,1.22,0.5,1.03,0.61
2024-01-08 20:00:00,1,300.41,0.31,5.74,52.93,1.74,0.5,1.45,0.97
2024-01-08 21:00:00,1,317.1,0.18,8.31,46.49,2.24,0.68,2.15,1.25
2024-01-08 22:00:00,1,370.5,0.07,14.74,36.48,3.04,1.14,3.19,1.84
2024-01-08 23:00:00,1,453.95,0.15,23.99,23.96,4.71,1.93,4.54,3.01
2024-01-09 00:00:00,1,520.71,0.42,31.53,14.66,7.21,2.76,5.88,4.56
2024-01-10 01:00:00,1,307.08,0,10.88,57.94,0.37,1.74,1.81,0.08
2024-01-10 02:00:00,2,293.73,0,8.91,60.8,0.45,1.28,1.38,0.09
2024-01-10 03:00:00,2,273.7,0,6.51,65.09,0.56,0.88,1,0.11
2024-01-10 04:00:00,2,260.35,0,4.88,70.1,0.76,0.67,0.81,0.11
2024-01-10 05:00:00,2,250.34,0,4.2,72.96,0.88,0.55,0.7,0.11
2024-01-10 06:00:00,2,250.34,0,4.67,70.1,0.86,0.56,0.76,0.11
2024-01-10 07:00:00,2,260.35,0,7.03,60.08,1.56,0.97,1.28,0.12
2024-01-10 08:00:00,1,267.03,0,7.63,52.93,1.8,1.1,1.48,0.17
2024-01-10 09:00:00,1,263.69,0,6.94,50.07,1.73,0.87,1.27,0.2
2024-01-10 10:00:00,1,260.35,0,6.68,50.07,1.85,0.72,1.14,0.25
2024-01-10 11:00:00,1,260.35,0,6.77,50.07,2,0.59,1.06,0.27
2024-01-10 12:00:00,1,270.37,0,7.63,47.92,2.24,0.54,1.15,0.31
2024-01-10 13:00:00,1,283.72,0,9.25,45.06,2.47,0.57,1.28,0.33
2024-01-10 14:00:00,1,303.75,0.06,12.17,40.41,2.74,0.68,1.4,0.35
2024-01-10 15:00:00,1,327.11,0.57,15.59,35.05,3.52,0.95,1.74,0.41
2024-01-10 16:00:00,1,340.46,1.01,17.31,32.19,3.99,1.16,2.03,0.48
2024-01-10 17:00:00,1,323.77,0.92,15.94,36.84,4.17,1.19,2.16,0.54
2024-01-10 18:00:00,1,293.73,0.5,10.11,45.06,2.59,0.71,1.55,0.44
2024-01-10 19:00:00,1,267.03,0.19,4.76,51.5,1.19,0.5,1.19,0.36
2024-01-10 20:00:00,1,257.02,0.09,3.47,54.36,0.98,0.5,1.12,0.38
2024-01-10 21:00:00,1,253.68,0.03,3.13,56.51,0.98,0.5,1.02,0.46
2024-01-10 22:00:00,1,253.68,0.01,3,57.94,0.89,0.5,0.93,0.48
2024-01-10 23:00:00,1,257.02,0,3.21,59.37,0.95,0.5,0.95,0.51
2024-01-11 00:00:00,2,260.35,0,3.51,61.51,1.13,0.5,1.04,0.55
2024-01-11 01:00:00,2,263.69,0,3.64,62.23,1.31,0.5,1.14,0.59
2024-01-11 02:00:00,2,263.69,0,3.68,62.94,1.42,0.5,1.21,0.62
2024-01-11 03:00:00,2,263.69,0,3.64,63.66,1.49,0.5,1.24,0.64
2024-01-11 04:00:00,2,263.69,0,3.64,65.09,1.53,0.5,1.28,0.68
2024-01-11 05:00:00,2,263.69,0,3.38,65.8,1.42,0.5,1.3,0.7
2024-01-11 06:00:00,2,260.35,0,3.21,65.8,1.37,0.5,1.25,0.74
2024-01-11 07:00:00,2,263.69,0,3.43,64.37,1.52,0.5,1.32,0.87
2024-01-11 08:00:00,2,267.03,0,4.24,61.51,1.88,0.5,1.58,1.12
2024-01-11 09:00:00,1,270.37,0,5.31,57.94,2.32,0.65,2.02,1.38
2024-01-11 10:00:00,1,273.7,0,6.68,55.07,2.92,0.94,2.64,1.6
2024-01-11 11:00:00,1,277.04,0,8.31,52.21,3.64,1.27,3.24,1.76
2024-01-11 12:00:00,1,290.39,0,10.88,51.5,4.77,1.65,3.8,1.88
2024-01-11 13:00:00,1,303.75,0,12.68,52.21,5.3,1.88,3.59,1.69
2024-01-11 14:00:00,1,313.76,0.04,14.05,53.64,5.42,2,3.29,1.44
2024-01-11 15:00:00,1,317.1,0.34,15.25,54.36,5.6,2.03,3.17,1.2
2024-01-11 16:00:00,1,320.43,0.78,16.45,52.93,5.72,2.21,3.25,0.93
2024-01-11 17:00:00,1,320.43,1.09,16.45,53.64,5.3,2.54,3.42,0.73
2024-01-11 18:00:00,1,313.76,1.06,14.91,56.51,4.11,2.34,3.05,0.49
2024-01-11 19:00:00,1,313.76,0.99,14.74,57.22,3.61,2.05,2.75,0.44
2024-01-11 20:00:00,1,327.11,0.82,17.48,53.64,3.87,2.12,3,0.51
2024-01-11 21:00:00,1,343.8,0.46,21.93,49.35,4.35,2.36,3.42,0.59
2024-01-11 22:00:00,1,380.52,0.11,28.79,41.13,5.13,3.14,4.53,0.92
2024-01-11 23:00:00,1,447.27,0.06,39.76,28.61,7.51,4.87,7.24,1.93
2024-01-12 00:00:00,2,507.35,0.22,53.47,16.45,10.01,7.28,11.31,2.85
2024-01-12 01:00:00,2,534.06,0.39,60.32,10.64,11.32,8.88,14.42,3.39
2024-01-12 02:00:00,2,507.35,0.2,52.09,14.31,9.89,8.18,13.96,3.26
2024-01-12 03:00:00,1,440.6,0.03,31.53,28.97,6.14,5.48,9.74,2.5
2024-01-12 04:00:00,1,360.49,0,14.22,46.49,3.07,3.09,5.32,1.57
2024-01-12 05:00:00,1,327.11,0,8.4,50.78,2,2.46,3.7,1.25
2024-01-12 06:00:00,1,307.08,0,6.08,51.5,1.43,2.19,2.91,1.11
2024-01-12 07:00:00,1,290.39,0,4.88,52.21,1.16,1.81,2.32,1.16
2024-01-12 08:00:00,1,283.72,0,4.41,53.64,1.1,1.53,2,1.41
2024-01-12 09:00:00,1,277.04,0,4.11,55.07,1.1,1.33,1.8,1.66
2024-01-12 10:00:00,1,273.7,0,3.98,56.51,1.1,1.19,1.66,1.98
2024-01-12 11:00:00,1,273.7,0,4.37,55.79,1.19,1.14,1.68,2.41
2024-01-12 12:00:00,1,290.39,0.01,6.68,52.93,1.82,1.23,2,2.94
2024-01-12 13:00:00,1,317.1,0.01,9.85,48.64,2.26,1.33,2.37,3.48
2024-01-12 14:00:00,1,333.79,0.11,11.48,46.49,2.26,1.39,2.54,3.64
2024-01-12 15:00:00,1,340.46,0.81,11.31,47.21,2.18,1.46,2.61,3.55
2024-01-12 16:00:00,2,293.73,0.3,5.91,62.94,1.19,1.02,1.61,1.65
2024-01-12 17:00:00,1,300.41,0.48,5.27,56.51,1.03,1.5,2.01,1.3
2024-01-12 18:00:00,1,323.77,0.94,6.94,42.2,1.43,2.97,3.46,1.33
2024-01-12 19:00:00,1,303.75,0.57,7.03,46.49,1.65,2.38,2.79,1.04
2024-01-12 20:00:00,1,287.06,0.29,6.43,50.78,1.52,1.91,2.26,0.82
2024-01-12 21:00:00,1,283.72,0.11,6.17,51.5,1.31,1.89,2.22,0.76
2024-01-12 22:00:00,1,283.72,0.01,5.83,52.93,1.01,2.02,2.33,0.7
2024-01-12 23:00:00,1,280.38,0,5.27,57.94,0.86,1.78,2.07,0.63
2024-01-13 00:00:00,2,280.38,0,4.67,60.08,0.75,1.59,1.88,0.66
2024-01-13 01:00:00,1,280.38,0,4.63,58.65,0.66,1.43,1.62,0.46
2024-01-13 02:00:00,1,283.72,0,4.8,57.94,0.57,0.76,0.86,0.25
2024-01-13 03:00:00,2,287.06,0,4.76,61.51,0.54,0.63,0.7,0.11
2024-01-13 04:00:00,2,287.06,0,5.83,65.8,0.72,1.23,1.3,0.11
2024-01-13 05:00:00,2,300.41,0,8.91,63.66,0.78,2.36,2.42,0.1
2024-01-13 06:00:00,2,293.73,0,7.28,67.95,0.63,2.26,2.31,0.1
2024-01-13 07:00:00,2,287.06,0,5.44,70.1,0.63,2.07,2.13,0.09
2024-01-13 08:00:00,2,283.72,0,4.8,70.1,0.71,2.04,2.1,0.1
2024-01-13 09:00:00,2,280.38,0,4.58,67.95,0.79,2,2.09,0.11
2024-01-13 10:00:00,2,280.38,0,4.58,66.52,0.89,2.06,2.16,0.12
2024-01-13 11:00:00,2,277.04,0,4.71,65.09,0.97,2.25,2.4,0.15
2024-01-13 12:00:00,2,280.38,0,5.83,63.66,1.25,1.83,2.16,0.21
2024-01-13 13:00:00,1,300.41,0,10.97,57.94,2.44,1.82,2.43,0.28
2024-01-13 14:00:00,1,320.43,0.04,15.25,44.7,3.16,1.65,2.45,0.37
2024-01-13 15:00:00,1,340.46,0.4,16.11,33.26,3.43,1.19,2,0.4
2024-01-13 16:00:00,1,333.79,0.8,12.68,35.05,2.68,1.36,1.96,0.39
2024-01-13 17:00:00,1,310.42,0.86,9.94,36.84,2.35,1.13,1.59,0.45
2024-01-13 18:00:00,1,290.39,0.87,9.08,37.55,2.21,0.83,1.22,0.42
2024-01-13 19:00:00,1,283.72,0.73,9.25,40.41,2.38,0.53,0.91,0.46
2024-01-13 20:00:00,1,283.72,0.52,10.97,45.06,3.19,0.61,1.02,0.57
2024-01-13 21:00:00,1,297.07,0.25,13.71,47.21,4.05,0.87,1.32,0.7
2024-01-13 22:00:00,1,303.75,0.05,13.88,48.64,3.55,1.1,1.61,0.76
2024-01-13 23:00:00,2,277.04,0,9.08,62.23,2.5,0.62,1.18,0.77
2024-01-14 00:00:00,2,263.69,0,7.54,67.95,2.32,0.5,1.09,0.74
2024-01-14 01:00:00,2,260.35,0,6.85,69.38,2.29,0.5,1.18,0.74
2024-01-14 02:00:00,2,253.68,0,5.83,71.53,2.06,0.5,1.2,0.7
2024-01-14 03:00:00,2,247,0,4.76,72.24,1.73,0.5,1.21,0.64
2024-01-14 04:00:00,2,243.66,0,4.03,74.39,1.42,0.5,1.07,0.55
2024-01-14 05:00:00,2,243.66,0,3.56,77.96,1.25,0.5,0.9,0.49
2024-01-14 06:00:00,2,240.33,0,3.13,80.11,1.21,0.5,0.79,0.47
2024-01-14 07:00:00,2,236.99,0,3.13,80.82,1.34,0.5,0.77,0.5
2024-01-14 08:00:00,2,236.99,0,3.3,80.82,1.49,0.5,0.77,0.53
2024-01-14 09:00:00,2,236.99,0,3.34,81.54,1.62,0.5,0.77,0.58
2024-01-14 10:00:00,2,240.33,0,3.6,82.25,1.97,0.5,0.8,0.66
2024-01-14 11:00:00,2,243.66,0,4.8,80.11,2.71,0.5,0.89,0.76
2024-01-14 12:00:00,2,257.02,0,7.2,73.67,3.67,0.79,1.33,0.85
2024-01-14 13:00:00,2,280.38,0,11.14,62.23,4.77,1.29,2.03,0.99
2024-01-14 14:00:00,1,300.41,0.13,15.25,51.5,5.96,1.63,2.6,1.23
2024-01-14 15:00:00,1,307.08,0.98,15.59,48.64,6.32,1.46,2.51,1.36
2024-01-14 16:00:00,1,300.41,2.18,12.85,49.35,6.02,1.16,2.19,1.41
2024-01-14 17:00:00,1,293.73,2.63,10.45,51.5,5.48,1.01,1.93,1.31
2024-01-14 18:00:00,1,287.06,2.63,9.17,55.07,4.95,0.94,1.78,1.22
2024-01-14 19:00:00,1,283.72,2.4,8.14,59.37,4.29,0.88,1.65,1.12
2024-01-14 20:00:00,2,277.04,1.37,8.31,63.66,3.78,0.77,1.43,1.01
